"Sentences","annotation_id","annotator","created_at","id","label","lead_time","updated_at"
"भाइयों और बहनों, हमने दिखाया है कि Renewable Energy के मामले में Developing World का कोई देश भी Lead ले सकता है।",25,"1","2025-01-24T19:17:43.469990Z",41,"[{""start"":0,""end"":6,""text"":""भाइयों"",""labels"":[""NOUN""]},{""start"":10,""end"":15,""text"":""बहनों"",""labels"":[""NOUN""]},{""start"":35,""end"":44,""text"":""Renewable"",""labels"":[""NOUN""]},{""start"":45,""end"":51,""text"":""Energy"",""labels"":[""NOUN""]},{""start"":65,""end"":81,""text"":""Developing World"",""labels"":[""NOUN""]},{""start"":89,""end"":92,""text"":""देश"",""labels"":[""NOUN""]},{""start"":96,""end"":103,""text"":""Lead ले"",""labels"":[""CONJ""]},{""start"":7,""end"":9,""text"":""और"",""labels"":[""CONJ""]},{""start"":17,""end"":21,""text"":""हमने"",""labels"":[""PRON""]},{""start"":22,""end"":28,""text"":""दिखाया"",""labels"":[""VERB""]},{""start"":29,""end"":31,""text"":""है"",""labels"":[""VERB""]},{""start"":104,""end"":108,""text"":""सकता"",""labels"":[""VERB""]},{""start"":109,""end"":112,""text"":""है।"",""labels"":[""CONJ""]},{""start"":32,""end"":34,""text"":""कि"",""labels"":[""CONJ""]},{""start"":82,""end"":84,""text"":""का"",""labels"":[""CONJ""]},{""start"":52,""end"":54,""text"":""के"",""labels"":[""PROPN""]},{""start"":61,""end"":64,""text"":""में"",""labels"":[""PRON_WH""]},{""start"":85,""end"":88,""text"":""कोई"",""labels"":[""CONJ""]},{""start"":93,""end"":95,""text"":""भी"",""labels"":[""CONJ""]}]",94.322,"2025-01-24T19:17:43.469990Z"
"ये Start up, Food Processing से जुड़े हैं, Artificial Intelligence, Internet of things, खेती से जुड़े स्मार्ट उपकरण के निर्माण और रिन्यूएबल एनर्जी से जुड़े हैं।",24,"1","2025-01-24T19:17:35.160494Z",42,"[{""start"":0,""end"":2,""text"":""ये"",""labels"":[""NOUN""]},{""start"":3,""end"":11,""text"":""Start up"",""labels"":[""NOUN""]},{""start"":13,""end"":28,""text"":""Food Processing"",""labels"":[""NOUN""]},{""start"":43,""end"":66,""text"":""Artificial Intelligence"",""labels"":[""NOUN""]},{""start"":68,""end"":86,""text"":""Internet of things"",""labels"":[""NOUN""]},{""start"":88,""end"":92,""text"":""खेती"",""labels"":[""NOUN""]},{""start"":102,""end"":115,""text"":""स्मार्ट उपकरण"",""labels"":[""NOUN""]},{""start"":130,""end"":146,""text"":""रिन्यूएबल एनर्जी"",""labels"":[""CONJ""]},{""start"":29,""end"":31,""text"":""से"",""labels"":[""CONJ""]},{""start"":93,""end"":95,""text"":""से"",""labels"":[""CONJ""]},{""start"":116,""end"":118,""text"":""के"",""labels"":[""CONJ""]},{""start"":127,""end"":129,""text"":""और"",""labels"":[""CONJ""]},{""start"":147,""end"":149,""text"":""से"",""labels"":[""VERB""]},{""start"":32,""end"":41,""text"":""जुड़े हैं"",""labels"":[""VERB""]},{""start"":96,""end"":101,""text"":""जुड़े"",""labels"":[""VERB""]},{""start"":119,""end"":126,""text"":""निर्माण"",""labels"":[""VERB""]},{""start"":150,""end"":160,""text"":""जुड़े हैं।"",""labels"":[""VERB""]}]",90.735,"2025-01-24T19:17:35.160494Z"
"हम अपने Quad partners के साथ भी इंडो-पेसिफिक क्षेत्र में बेहतर और किफायती Covid-19 वैक्सीन की आपूर्ति करने के लिए काम कर रहे हैं।",23,"1","2025-01-24T19:17:31.847453Z",43,"[{""start"":0,""end"":2,""text"":""हम"",""labels"":[""PRON""]},{""start"":3,""end"":7,""text"":""अपने"",""labels"":[""PRON""]},{""start"":8,""end"":12,""text"":""Quad"",""labels"":[""NOUN""]},{""start"":13,""end"":21,""text"":""partners"",""labels"":[""NOUN""]},{""start"":32,""end"":44,""text"":""इंडो-पेसिफिक"",""labels"":[""NOUN""]},{""start"":45,""end"":52,""text"":""क्षेत्र"",""labels"":[""NOUN""]},{""start"":74,""end"":82,""text"":""Covid-19"",""labels"":[""NOUN""]},{""start"":83,""end"":90,""text"":""वैक्सीन"",""labels"":[""CONJ""]},{""start"":22,""end"":24,""text"":""के"",""labels"":[""CONJ""]},{""start"":63,""end"":65,""text"":""और"",""labels"":[""CONJ""]},{""start"":107,""end"":113,""text"":""के लिए"",""labels"":[""VERB""]},{""start"":94,""end"":101,""text"":""आपूर्ति"",""labels"":[""VERB""]},{""start"":102,""end"":106,""text"":""करने"",""labels"":[""VERB""]},{""start"":114,""end"":129,""text"":""काम कर रहे हैं।"",""labels"":[""CONJ""]},{""start"":53,""end"":56,""text"":""में"",""labels"":[""CONJ""]},{""start"":29,""end"":31,""text"":""भी"",""labels"":[""DET""]},{""start"":25,""end"":28,""text"":""साथ"",""labels"":[""CONJ""]},{""start"":57,""end"":62,""text"":""बेहतर"",""labels"":[""ADJ""]},{""start"":66,""end"":73,""text"":""किफायती"",""labels"":[""ADJ""]}]",138.50300000000001,"2025-01-24T19:17:31.847453Z"
"इसलिए हमने गांव के अस्पतालों से लेकर मेडिकल कॉलेज और AIIMS जैसे संस्थानों तक, एक integrated approach के साथ काम शुरु किया है।",22,"1","2025-01-24T19:17:27.831320Z",44,"[{""start"":6,""end"":10,""text"":""हमने"",""labels"":[""NOUN""]},{""start"":11,""end"":15,""text"":""गांव"",""labels"":[""NOUN""]},{""start"":19,""end"":28,""text"":""अस्पतालों"",""labels"":[""NOUN""]},{""start"":37,""end"":49,""text"":""मेडिकल कॉलेज"",""labels"":[""NOUN""]},{""start"":64,""end"":73,""text"":""संस्थानों"",""labels"":[""NOUN""]},{""start"":81,""end"":91,""text"":""integrated"",""labels"":[""NOUN""]},{""start"":92,""end"":100,""text"":""approach"",""labels"":[""NOUN""]},{""start"":108,""end"":111,""text"":""काम"",""labels"":[""NOUN""]},{""start"":53,""end"":58,""text"":""AIIMS"",""labels"":[""CONJ""]},{""start"":50,""end"":52,""text"":""और"",""labels"":[""CONJ""]},{""start"":29,""end"":31,""text"":""से"",""labels"":[""CONJ""]},{""start"":0,""end"":5,""text"":""इसलिए"",""labels"":[""CONJ""]},{""start"":16,""end"":18,""text"":""के"",""labels"":[""VERB""]},{""start"":112,""end"":125,""text"":""शुरु किया है।"",""labels"":[""VERB""]},{""start"":78,""end"":80,""text"":""एक"",""labels"":[""NUM""]},{""start"":74,""end"":76,""text"":""तक"",""labels"":[""DET""]},{""start"":32,""end"":36,""text"":""लेकर"",""labels"":[""VERB""]},{""start"":101,""end"":107,""text"":""के साथ"",""labels"":[""PRON_WH""]}]",103.274,"2025-01-24T19:17:27.831320Z"
"पहले जिन छोटे-छोटे टेस्ट को कराने के लिए शहरों तक पहुंचना पड़ता था, वो टेस्ट अब इन Health and Wellness Centre पर उपलब्ध हो रहे हैं।",21,"1","2025-01-24T19:06:08.566871Z",45,"[{""start"":0,""end"":4,""text"":""पहले"",""labels"":[""NOUN""]},{""start"":9,""end"":18,""text"":""छोटे-छोटे"",""labels"":[""NOUN""]},{""start"":83,""end"":109,""text"":""Health and Wellness Centre"",""labels"":[""NOUN""]},{""start"":71,""end"":76,""text"":""टेस्ट"",""labels"":[""NOUN""]},{""start"":19,""end"":24,""text"":""टेस्ट"",""labels"":[""VERB""]},{""start"":50,""end"":57,""text"":""पहुंचना"",""labels"":[""VERB""]},{""start"":58,""end"":63,""text"":""पड़ता"",""labels"":[""VERB""]},{""start"":64,""end"":66,""text"":""था"",""labels"":[""VERB""]},{""start"":120,""end"":122,""text"":""हो"",""labels"":[""VERB""]},{""start"":123,""end"":126,""text"":""रहे"",""labels"":[""VERB""]},{""start"":127,""end"":130,""text"":""हैं"",""labels"":[""VERB""]},{""start"":25,""end"":46,""text"":""को कराने के लिए शहरों"",""labels"":[""PRON""]},{""start"":113,""end"":119,""text"":""उपलब्ध"",""labels"":[""PRON""]},{""start"":110,""end"":119,""text"":""पर उपलब्ध"",""labels"":[""PROPN""]},{""start"":5,""end"":8,""text"":""जिन"",""labels"":[""CONJ""]},{""start"":77,""end"":82,""text"":""अब इन"",""labels"":[""CONJ""]},{""start"":66,""end"":70,""text"":"", वो"",""labels"":[""CONJ""]}]",120.98,"2025-01-24T19:19:38.534786Z"
"आज विश्‍व में Peace keeping Force United Nations से जुड़ा हुआ कोई भी हिन्‍दुस्‍तानी गर्व कर सकता है।",27,"1","2025-01-24T19:21:13.009452Z",46,"[{""start"":3,""end"":9,""text"":""विश्‍व"",""labels"":[""NOUN""]},{""start"":14,""end"":19,""text"":""Peace"",""labels"":[""NOUN""]},{""start"":20,""end"":27,""text"":""keeping"",""labels"":[""NOUN""]},{""start"":28,""end"":48,""text"":""Force United Nations"",""labels"":[""NOUN""]},{""start"":69,""end"":83,""text"":""हिन्‍दुस्‍तानी"",""labels"":[""CONJ""]},{""start"":10,""end"":13,""text"":""में"",""labels"":[""CONJ""]},{""start"":49,""end"":57,""text"":""से जुड़ा"",""labels"":[""CONJ""]},{""start"":62,""end"":68,""text"":""कोई भी"",""labels"":[""VERB""]},{""start"":89,""end"":99,""text"":""कर सकता है"",""labels"":[""NOUN""]},{""start"":84,""end"":88,""text"":""गर्व"",""labels"":[""NOUN""]},{""start"":0,""end"":2,""text"":""आज"",""labels"":[""NOUN""]},{""start"":58,""end"":61,""text"":""हुआ"",""labels"":[""VERB""]}]",92.06,"2025-01-24T19:21:13.009452Z"
"भाइयो और बहनों, भारत उत्‍तर-पूर्व के राज्‍यों को South-East Asia को Gateway मानता है।",28,"1","2025-01-24T19:21:49.506153Z",47,"[{""start"":0,""end"":5,""text"":""भाइयो"",""labels"":[""NOUN""]},{""start"":9,""end"":14,""text"":""बहनों"",""labels"":[""NOUN""]},{""start"":16,""end"":20,""text"":""भारत"",""labels"":[""NOUN""]},{""start"":21,""end"":27,""text"":""उत्‍तर"",""labels"":[""NOUN""]},{""start"":27,""end"":33,""text"":""-पूर्व"",""labels"":[""NOUN""]},{""start"":37,""end"":45,""text"":""राज्‍यों"",""labels"":[""NOUN""]},{""start"":49,""end"":64,""text"":""South-East Asia"",""labels"":[""NOUN""]},{""start"":68,""end"":75,""text"":""Gateway"",""labels"":[""VERB""]},{""start"":76,""end"":85,""text"":""मानता है।"",""labels"":[""CONJ""]},{""start"":6,""end"":8,""text"":""और"",""labels"":[""CONJ""]},{""start"":34,""end"":36,""text"":""के"",""labels"":[""CONJ""]},{""start"":46,""end"":48,""text"":""को"",""labels"":[""CONJ""]},{""start"":65,""end"":67,""text"":""को"",""labels"":[""CONJ""]}]",35.005,"2025-01-24T19:21:49.506153Z"
"हमने Sittwe Port तदा Paletwa inland water terminalपर भी काम पूरा करके Kaladan project में निरंतर और प्रत्‍यक्ष प्रगति की है।",29,"1","2025-01-24T19:22:40.488593Z",48,"[{""start"":0,""end"":4,""text"":""हमने"",""labels"":[""NOUN""]},{""start"":5,""end"":16,""text"":""Sittwe Port"",""labels"":[""NOUN""]},{""start"":17,""end"":20,""text"":""तदा"",""labels"":[""NOUN""]},{""start"":21,""end"":35,""text"":""Paletwa inland"",""labels"":[""NOUN""]},{""start"":36,""end"":52,""text"":""water terminalपर"",""labels"":[""NOUN""]},{""start"":70,""end"":85,""text"":""Kaladan project"",""labels"":[""ADJ""]},{""start"":90,""end"":96,""text"":""निरंतर"",""labels"":[""ADJ""]},{""start"":100,""end"":110,""text"":""प्रत्‍यक्ष"",""labels"":[""ADJ""]},{""start"":111,""end"":117,""text"":""प्रगति"",""labels"":[""VERB""]},{""start"":118,""end"":124,""text"":""की है।"",""labels"":[""CONJ""]},{""start"":97,""end"":99,""text"":""और"",""labels"":[""CONJ""]},{""start"":86,""end"":89,""text"":""में"",""labels"":[""VERB""]},{""start"":56,""end"":69,""text"":""काम पूरा करके"",""labels"":[""CONJ""]},{""start"":53,""end"":55,""text"":""भी"",""labels"":[""CONJ""]}]",49.532,"2025-01-24T19:22:40.488593Z"
"मध्य प्रदेश के सिंगरौली की शिक्षिका, उषा दुबे जी ने तो scooty को ही mobile library में बदल दिया।",30,"1","2025-01-24T19:23:44.718216Z",49,"[{""start"":0,""end"":11,""text"":""मध्य प्रदेश"",""labels"":[""NOUN""]},{""start"":15,""end"":23,""text"":""सिंगरौली"",""labels"":[""NOUN""]},{""start"":27,""end"":35,""text"":""शिक्षिका"",""labels"":[""NOUN""]},{""start"":37,""end"":40,""text"":""उषा"",""labels"":[""NOUN""]},{""start"":41,""end"":45,""text"":""दुबे"",""labels"":[""NOUN""]},{""start"":55,""end"":61,""text"":""scooty"",""labels"":[""NOUN""]},{""start"":68,""end"":82,""text"":""mobile library"",""labels"":[""VERB""]},{""start"":87,""end"":95,""text"":""बदल दिया"",""labels"":[""CONJ""]},{""start"":62,""end"":64,""text"":""को"",""labels"":[""CONJ""]},{""start"":46,""end"":54,""text"":""जी ने तो"",""labels"":[""CONJ""]},{""start"":24,""end"":26,""text"":""की"",""labels"":[""CONJ""]},{""start"":12,""end"":14,""text"":""के"",""labels"":[""CONJ""]},{""start"":83,""end"":86,""text"":""में"",""labels"":[""CONJ""]},{""start"":65,""end"":67,""text"":""ही"",""labels"":[""CONJ""]},{""start"":87,""end"":95,""text"":""बदल दिया"",""labels"":[""VERB""]}]",61.849,"2025-01-24T19:23:44.718216Z"
"इस साल अगस्त में अरुणाचल प्रदेश के निरजुली के Rayo Village में एक Self Help Library बनाई गई है।",31,"1","2025-01-24T19:25:24.645456Z",50,"[{""start"":7,""end"":12,""text"":""अगस्त"",""labels"":[""NOUN""]},{""start"":17,""end"":31,""text"":""अरुणाचल प्रदेश"",""labels"":[""NOUN""]},{""start"":35,""end"":42,""text"":""निरजुली"",""labels"":[""NOUN""]},{""start"":46,""end"":58,""text"":""Rayo Village"",""labels"":[""NOUN""]},{""start"":66,""end"":83,""text"":""Self Help Library"",""labels"":[""VERB""]},{""start"":84,""end"":91,""text"":""बनाई गई"",""labels"":[""VERB""]},{""start"":92,""end"":95,""text"":""है।"",""labels"":[""VERB""]},{""start"":0,""end"":6,""text"":""इस साल"",""labels"":[""NOUN""]},{""start"":13,""end"":16,""text"":""में"",""labels"":[""CONJ""]},{""start"":32,""end"":34,""text"":""के"",""labels"":[""CONJ""]},{""start"":43,""end"":45,""text"":""के"",""labels"":[""CONJ""]},{""start"":59,""end"":62,""text"":""में"",""labels"":[""CONJ""]},{""start"":63,""end"":65,""text"":""एक"",""labels"":[""NUM""]}]",96.439,"2025-01-24T19:25:24.645456Z"
"समय के साथ उन्होंने Pencil Slate Manufacturing Machinery ले ली और उसके बाद उन्होंने देश की बड़ी-बड़ी कंपनियों को Pencil Slate की Supply शुरू कर दी।",32,"1","2025-01-24T19:27:37.657506Z",51,"[{""start"":0,""end"":3,""text"":""समय"",""labels"":[""NOUN""]},{""start"":20,""end"":32,""text"":""Pencil Slate"",""labels"":[""NOUN""]},{""start"":33,""end"":56,""text"":""Manufacturing Machinery"",""labels"":[""NOUN""]},{""start"":99,""end"":107,""text"":""कंपनियों"",""labels"":[""NOUN""]},{""start"":111,""end"":123,""text"":""Pencil Slate"",""labels"":[""NOUN""]},{""start"":127,""end"":133,""text"":""Supply"",""labels"":[""NOUN""]},{""start"":134,""end"":145,""text"":""शुरू कर दी।"",""labels"":[""VERB""]},{""start"":57,""end"":62,""text"":""ले ली"",""labels"":[""VERB""]},{""start"":84,""end"":87,""text"":""देश"",""labels"":[""NOUN""]},{""start"":91,""end"":98,""text"":""बड़ी-बड़ी"",""labels"":[""ADJ""]},{""start"":11,""end"":19,""text"":""उन्होंने"",""labels"":[""PRON""]},{""start"":4,""end"":10,""text"":""के साथ"",""labels"":[""CONJ""]},{""start"":63,""end"":65,""text"":""और"",""labels"":[""CONJ""]},{""start"":88,""end"":90,""text"":""की"",""labels"":[""CONJ""]},{""start"":108,""end"":110,""text"":""को"",""labels"":[""CONJ""]},{""start"":124,""end"":126,""text"":""की"",""labels"":[""NOUN""]},{""start"":66,""end"":74,""text"":""उसके बाद"",""labels"":[""NOUN""]},{""start"":75,""end"":83,""text"":""उन्होंने"",""labels"":[""CONJ""]}]",131.284,"2025-01-24T19:27:37.657506Z"
"इसके साथ-साथ गंगाजी को असम के पांडु में ब्रह्मापुत्र से जोड़ने वाले inland waterway-2 पर भी cargo transportation शुरू हो चुका है।",33,"1","2025-01-24T19:29:33.723552Z",52,"[{""start"":0,""end"":4,""text"":""इसके"",""labels"":[""PRON""]},{""start"":68,""end"":85,""text"":""inland waterway-2"",""labels"":[""NOUN""]},{""start"":13,""end"":19,""text"":""गंगाजी"",""labels"":[""NOUN""]},{""start"":23,""end"":26,""text"":""असम"",""labels"":[""NOUN""]},{""start"":30,""end"":35,""text"":""पांडु"",""labels"":[""NOUN""]},{""start"":40,""end"":52,""text"":""ब्रह्मापुत्र"",""labels"":[""NOUN""]},{""start"":92,""end"":112,""text"":""cargo transportation"",""labels"":[""NOUN""]},{""start"":56,""end"":62,""text"":""जोड़ने"",""labels"":[""VERB""]},{""start"":113,""end"":129,""text"":""शुरू हो चुका है।"",""labels"":[""VERB""]},{""start"":86,""end"":88,""text"":""पर"",""labels"":[""PROPN""]},{""start"":36,""end"":39,""text"":""में"",""labels"":[""NOUN""]}]",107.812,"2025-01-24T19:29:33.723552Z"
"भाइयों और बहनों, स्टार्ट अप्स के इको सिस्टम में Alternate Investment Funds द्वारा किए गए निवेश महत्वपूर्ण हैं।",34,"1","2025-01-24T19:30:33.229620Z",53,"[{""start"":0,""end"":6,""text"":""भाइयों"",""labels"":[""NOUN""]},{""start"":10,""end"":15,""text"":""बहनों"",""labels"":[""NOUN""]},{""start"":17,""end"":29,""text"":""स्टार्ट अप्स"",""labels"":[""NOUN""]},{""start"":33,""end"":43,""text"":""इको सिस्टम"",""labels"":[""NOUN""]},{""start"":48,""end"":74,""text"":""Alternate Investment Funds"",""labels"":[""NOUN""]},{""start"":89,""end"":94,""text"":""निवेश"",""labels"":[""NOUN""]},{""start"":95,""end"":105,""text"":""महत्वपूर्ण"",""labels"":[""ADJ""]},{""start"":106,""end"":110,""text"":""हैं।"",""labels"":[""VERB""]},{""start"":75,""end"":88,""text"":""द्वारा किए गए"",""labels"":[""VERB""]},{""start"":7,""end"":9,""text"":""और"",""labels"":[""CONJ""]},{""start"":30,""end"":32,""text"":""के"",""labels"":[""CONJ""]},{""start"":44,""end"":47,""text"":""में"",""labels"":[""CONJ""]}]",57.044,"2025-01-24T19:30:33.229620Z"
"अहमदाबाद में ज़ेन गार्डन और काईज़ेन Academy की स्थापना में उनका और ह्योगो International Association का बहुमूल्य योगदान रहा है।",35,"1","2025-01-24T19:31:52.310417Z",54,"[{""start"":0,""end"":8,""text"":""अहमदाबाद"",""labels"":[""NOUN""]},{""start"":13,""end"":16,""text"":""ज़ेन"",""labels"":[""NOUN""]},{""start"":17,""end"":23,""text"":""गार्डन"",""labels"":[""NOUN""]},{""start"":27,""end"":33,""text"":""काईज़ेन"",""labels"":[""NOUN""]},{""start"":34,""end"":41,""text"":""Academy"",""labels"":[""NOUN""]},{""start"":65,""end"":71,""text"":""ह्योगो"",""labels"":[""NOUN""]},{""start"":72,""end"":85,""text"":""International"",""labels"":[""NOUN""]},{""start"":86,""end"":97,""text"":""Association"",""labels"":[""NOUN""]},{""start"":101,""end"":109,""text"":""बहुमूल्य"",""labels"":[""NOUN""]},{""start"":110,""end"":116,""text"":""योगदान"",""labels"":[""NOUN""]},{""start"":9,""end"":12,""text"":""में"",""labels"":[""CONJ""]},{""start"":24,""end"":26,""text"":""और"",""labels"":[""CONJ""]},{""start"":42,""end"":44,""text"":""की"",""labels"":[""CONJ""]},{""start"":98,""end"":100,""text"":""का"",""labels"":[""CONJ""]},{""start"":117,""end"":124,""text"":""रहा है।"",""labels"":[""VERB""]},{""start"":45,""end"":52,""text"":""स्थापना"",""labels"":[""NOUN""]},{""start"":53,""end"":56,""text"":""में"",""labels"":[""CONJ""]},{""start"":62,""end"":64,""text"":""और"",""labels"":[""CONJ""]},{""start"":57,""end"":61,""text"":""उनका"",""labels"":[""PRON""]}]",77.426,"2025-01-24T19:31:52.310417Z"
"मैं Indo-Japan Friendship Association of Gujarat के साथियों को भी बधाई देता हूं।",36,"1","2025-01-24T19:33:05.615531Z",55,"[{""start"":0,""end"":3,""text"":""मैं"",""labels"":[""PRON""]},{""start"":4,""end"":37,""text"":""Indo-Japan Friendship Association"",""labels"":[""NOUN""]},{""start"":41,""end"":48,""text"":""Gujarat"",""labels"":[""NOUN""]},{""start"":52,""end"":59,""text"":""साथियों"",""labels"":[""NOUN""]},{""start"":66,""end"":75,""text"":""बधाई देता"",""labels"":[""VERB""]},{""start"":76,""end"":79,""text"":""हूं"",""labels"":[""VERB""]}]",64.925,"2025-01-24T19:33:05.615531Z"
"मैं चाहूँगा कि काईज़ेन Academy जापान के वर्क-कल्चर का भारत में प्रचार-प्रसार करे, जापान और भारत के बीच business interactions बढाए।",37,"1","2025-01-24T19:34:22.605032Z",56,"[{""start"":15,""end"":21,""text"":""काईज़ेन"",""labels"":[""NOUN""]},{""start"":22,""end"":29,""text"":""Academy"",""labels"":[""NOUN""]},{""start"":30,""end"":35,""text"":""जापान"",""labels"":[""NOUN""]},{""start"":39,""end"":49,""text"":""वर्क-कल्चर"",""labels"":[""NOUN""]},{""start"":53,""end"":57,""text"":""भारत"",""labels"":[""NOUN""]},{""start"":81,""end"":86,""text"":""जापान"",""labels"":[""NOUN""]},{""start"":90,""end"":94,""text"":""भारत"",""labels"":[""NOUN""]},{""start"":102,""end"":110,""text"":""business"",""labels"":[""NOUN""]},{""start"":111,""end"":123,""text"":""interactions"",""labels"":[""NOUN""]},{""start"":124,""end"":129,""text"":""बढाए।"",""labels"":[""VERB""]},{""start"":4,""end"":11,""text"":""चाहूँगा"",""labels"":[""VERB""]},{""start"":62,""end"":80,""text"":""प्रचार-प्रसार करे,"",""labels"":[""VERB""]},{""start"":95,""end"":101,""text"":""के बीच"",""labels"":[""CONJ""]},{""start"":87,""end"":89,""text"":""और"",""labels"":[""CONJ""]},{""start"":12,""end"":14,""text"":""कि"",""labels"":[""CONJ""]},{""start"":36,""end"":38,""text"":""के"",""labels"":[""CONJ""]},{""start"":50,""end"":52,""text"":""का"",""labels"":[""CONJ""]},{""start"":58,""end"":61,""text"":""में"",""labels"":[""CONJ""]},{""start"":0,""end"":3,""text"":""मैं"",""labels"":[""PRON""]}]",66.096,"2025-01-24T19:34:22.605032Z"
"जैसे गुजरात यूनिवर्सिटी और ओसाका के ओतेमोन गाकुइन University के बीच Indo-Japan Student Exchange Program है।",38,"1","2025-01-24T19:34:57.756895Z",57,"[{""start"":5,""end"":11,""text"":""गुजरात"",""labels"":[""NOUN""]},{""start"":12,""end"":23,""text"":""यूनिवर्सिटी"",""labels"":[""NOUN""]},{""start"":27,""end"":32,""text"":""ओसाका"",""labels"":[""NOUN""]},{""start"":36,""end"":42,""text"":""ओतेमोन"",""labels"":[""NOUN""]},{""start"":43,""end"":49,""text"":""गाकुइन"",""labels"":[""NOUN""]},{""start"":50,""end"":60,""text"":""University"",""labels"":[""NOUN""]},{""start"":68,""end"":78,""text"":""Indo-Japan"",""labels"":[""NOUN""]},{""start"":79,""end"":103,""text"":""Student Exchange Program"",""labels"":[""NOUN""]},{""start"":104,""end"":107,""text"":""है।"",""labels"":[""VERB""]}]",33.363,"2025-01-24T19:34:57.756895Z"
"ICT क्षेत्र,विशेषकर JAM यानि Jandhan-Aadhaar-Mobile trinity तथा digital payment infrastructure में भारत की सफलता, हम अर्जेंटीनाके साथ साझा करने के लिए तैयार हैं।",39,"1","2025-01-24T19:35:51.926806Z",58,"[{""start"":0,""end"":11,""text"":""ICT क्षेत्र"",""labels"":[""NOUN""]},{""start"":20,""end"":23,""text"":""JAM"",""labels"":[""NOUN""]},{""start"":29,""end"":59,""text"":""Jandhan-Aadhaar-Mobile trinity"",""labels"":[""NOUN""]},{""start"":64,""end"":94,""text"":""digital payment infrastructure"",""labels"":[""NOUN""]},{""start"":99,""end"":103,""text"":""भारत"",""labels"":[""NOUN""]},{""start"":107,""end"":112,""text"":""सफलता"",""labels"":[""NOUN""]},{""start"":117,""end"":129,""text"":""अर्जेंटीनाके"",""labels"":[""NOUN""]},{""start"":151,""end"":161,""text"":""तैयार हैं।"",""labels"":[""VERB""]},{""start"":134,""end"":143,""text"":""साझा करने"",""labels"":[""VERB""]},{""start"":12,""end"":19,""text"":""विशेषकर"",""labels"":[""ADJ""]},{""start"":24,""end"":28,""text"":""यानि"",""labels"":[""CONJ""]},{""start"":60,""end"":63,""text"":""तथा"",""labels"":[""CONJ""]}]",52.318,"2025-01-24T19:35:51.926806Z"
"अर्जेंटीना ने Missile Technology Control Regime, Wassenaar Arrangement और Australia Group व Nuclear Suppliers Group में भारत की सदस्यता का पुरजोर समर्थन किया है।",40,"1","2025-01-24T19:36:25.318437Z",59,"[{""start"":0,""end"":10,""text"":""अर्जेंटीना"",""labels"":[""NOUN""]},{""start"":14,""end"":47,""text"":""Missile Technology Control Regime"",""labels"":[""NOUN""]},{""start"":49,""end"":70,""text"":""Wassenaar Arrangement"",""labels"":[""NOUN""]},{""start"":74,""end"":89,""text"":""Australia Group"",""labels"":[""NOUN""]},{""start"":92,""end"":115,""text"":""Nuclear Suppliers Group"",""labels"":[""NOUN""]},{""start"":120,""end"":124,""text"":""भारत"",""labels"":[""NOUN""]},{""start"":128,""end"":135,""text"":""सदस्यता"",""labels"":[""NOUN""]},{""start"":146,""end"":152,""text"":""समर्थन"",""labels"":[""ADV""]},{""start"":139,""end"":145,""text"":""पुरजोर"",""labels"":[""ADV""]},{""start"":153,""end"":161,""text"":""किया है।"",""labels"":[""VERB""]}]",31.951,"2025-01-24T19:36:25.318437Z"
"International Solar Alliance (ISA) में नए सदस्य के रूप में अर्जंटीना का स्वागत करते हुए मुझे बहुत प्रसन्नता हो रही है।",41,"1","2025-01-25T13:52:34.269429Z",14479,"[{""start"":0,""end"":13,""text"":""International"",""labels"":[""NOUN""]},{""start"":14,""end"":19,""text"":""Solar"",""labels"":[""NOUN""]},{""start"":20,""end"":28,""text"":""Alliance"",""labels"":[""NOUN""]},{""start"":29,""end"":34,""text"":""(ISA)"",""labels"":[""NOUN""]},{""start"":42,""end"":47,""text"":""सदस्य"",""labels"":[""NOUN""]},{""start"":59,""end"":68,""text"":""अर्जंटीना"",""labels"":[""NOUN""]},{""start"":98,""end"":107,""text"":""प्रसन्नता"",""labels"":[""NOUN""]},{""start"":35,""end"":38,""text"":""में"",""labels"":[""VERB""]},{""start"":108,""end"":118,""text"":""हो रही है।"",""labels"":[""VERB""]},{""start"":79,""end"":87,""text"":""करते हुए"",""labels"":[""VERB""]},{""start"":93,""end"":97,""text"":""बहुत"",""labels"":[""ADV""]},{""start"":88,""end"":92,""text"":""मुझे"",""labels"":[""PRON""]},{""start"":39,""end"":41,""text"":""नए"",""labels"":[""ADJ""]},{""start"":51,""end"":54,""text"":""रूप"",""labels"":[""ADV""]},{""start"":48,""end"":50,""text"":""के"",""labels"":[""CONJ""]},{""start"":55,""end"":58,""text"":""में"",""labels"":[""PROPN""]},{""start"":72,""end"":78,""text"":""स्वागत"",""labels"":[""VERB""]},{""start"":69,""end"":71,""text"":""का"",""labels"":[""CONJ""]}]",137.159,"2025-01-25T13:52:34.269429Z"
